% (x+y+z)/3 refractive index data from Ag_example    
% E(eV) n(xyz) k(xyz)    
3.38782 1.1820657265510897 1.5807369742897632
3.41503 1.2034614245203477 1.5846291049670091
3.44224 1.2235684586158395 1.5879577365029405
3.46945 1.2427369956871583 1.5906543434855809
3.49666 1.261352434171987 1.5927071178316485
3.52388 1.2798478904994872 1.5941777262325514
3.55109 1.298672247140463 1.5952446851479742
3.5783 1.3183164279089135 1.5962632001316441
3.60551 1.3392100329794376 1.5978449588219708
3.63272 1.3615436050397085 1.6009219182785042
3.65993 1.3849787358383019 1.6066095041186148
3.68714 1.408518167000565 1.6157761066344036
3.71436 1.430822654144454 1.6286330058097738
3.74157 1.4506744070463349 1.6446936600045723
3.76878 1.4673069034938975 1.663067211221738
3.79599 1.4804592407079236 1.6827143439685424
3.8232 1.490383399308264 1.7027330022448195
3.85041 1.4976171487473169 1.7226732494068753
3.87762 1.502521237971284 1.7425277818602376
3.90484 1.5051051452704423 1.7623054497786586
3.93205 1.5053260435226463 1.7817568569553883
3.95926 1.5033437629888287 1.8006028073168752
3.98647 1.499429744902575 1.8187714424574082
4.01368 1.4936499425524794 1.836447698925027
4.04089 1.4855795342357874 1.8537277449885188
4.0681 1.4745448958537013 1.8700007085261232
4.09531 1.4605651706527543 1.883863216298866
4.12253 1.444877439264337 1.894167578250422
4.14974 1.4291858580027226 1.9009214125562839
4.17695 1.4146526825395729 1.9050753822923674
4.20416 1.4016141212676796 1.9078396538852445
4.23137 1.3897631036953044 1.9101888609226068
4.25858 1.3784224696554002 1.9126574457677707
4.28579 1.3668402497341192 1.9152238167622155
4.31301 1.3545734843417634 1.9173599882342873
4.34022 1.3418066201758927 1.9184694435793999
4.36743 1.3290535916295525 1.9183726044289238
4.39464 1.3167127327542485 1.917316463340666
4.42185 1.304862819288116 1.9156688067514516
4.44906 1.2933481567399678 1.9136455927215656
4.47627 1.2820150747325545 1.911248976936683
4.50349 1.2708476370534394 1.908411306978742
4.5307 1.2599221967759442 1.9051414493230474
4.55791 1.2492586204865586 1.9015117935106212
4.58512 1.2388381701437645 1.8975642312725942
4.61233 1.228651414711811 1.8933156891742418
4.63954 1.2187186939789103 1.888778773454864
4.66675 1.2090646432651875 1.8839976941583487
4.69397 1.1996863418998829 1.8790203082833148
4.72118 1.1905908890698127 1.8739014555563074
4.74839 1.1817539588636032 1.868692703279434
4.7756 1.1731436002877653 1.8634419515767429
4.80281 1.1647101073988992 1.8581791179208629
4.83002 1.1564187064422737 1.8529231566931268
4.85723 1.1482073892361588 1.8476932128187613
4.88445 1.1400065477764265 1.8424806454812834
4.91166 1.1317569280920365 1.8372407964892146
4.93887 1.1234326416882392 1.831889980432945
4.96608 1.1150534338082785 1.8263609063511062
4.99329 1.1066592455548427 1.820605582154469
5.0205 1.0983072839728207 1.8145878016860342
5.04771 1.0900688988582226 1.8083031284212219
5.07493 1.0820168079383394 1.8017742291033787
5.10214 1.0742037067339973 1.7950831745523825
5.12935 1.0666266151328598 1.7883015227052124
5.15656 1.0592473119858934 1.7814867015920555
5.18377 1.0520132860890925 1.7746638989138115
5.21098 1.0448834667449018 1.767823933279795
5.23819 1.037833464466029 1.760942446522759
5.2654 1.030867343129442 1.7539890191021021
5.29262 1.0240062933452523 1.7469570369103764
5.31983 1.0172718571354278 1.7398741423792015
5.34704 1.010647185417483 1.732765919965037
5.37425 1.0040951888274972 1.7256381857812861
5.40146 0.9975923427337503 1.7184674807167613
5.42867 0.991122182403735 1.7112168712506144
5.45588 0.9847090962795425 1.7038433039149092
5.4831 0.9783970350086638 1.6963256639318243
5.51031 0.9722313267000254 1.688672186250751
5.53752 0.9662608000780981 1.6809074732916045
5.56473 0.9605096102568229 1.6730806051699103
5.59194 0.9549753787070551 1.6652471209813526
5.61915 0.9496330527078038 1.6574507337459965
5.64636 0.9444522312882048 1.6497181629554998
5.67358 0.9393888041784667 1.6420570408532857
5.70079 0.934407329403674 1.634474550809313
5.728 0.9294733181081858 1.626948262568617
5.75521 0.9245638826914538 1.6194500218214507
5.78242 0.9196763737481853 1.6119474657787738
5.80963 0.9148151082216479 1.6044116311690668
5.83684 0.9100074078346743 1.5968166714792222
5.86406 0.9052801216040552 1.5891545231888096
5.89127 0.9006651109276035 1.5814479574245344
5.91848 0.8961791263365111 1.5737144043571796
5.94569 0.8918199983064315 1.5659830488799307
5.9729 0.8875733880354838 1.5582767787363025
6.00011 0.8834204608587019 1.5506036600833244
6.02732 0.8793447801563413 1.542967025696986
6.05454 0.8753292049805235 1.535353775874419
6.08175 0.8713784838697358 1.5277632218871873
6.10896 0.867484344743244 1.5202003448146615
6.13617 0.863641189346373 1.512665231945131
6.16338 0.8598332857559131 1.505152244556613
6.19059 0.8560532239756288 1.4976638882870443
6.2178 0.8522873055628869 1.4901958432446538
6.24502 0.8485215674395256 1.482743690059084
6.27223 0.8447282742942984 1.4753087329071919
6.29944 0.8408692841609331 1.4678559714922033
6.32665 0.8369160598192948 1.4603316373972912
6.35386 0.8328821278505408 1.4526605380793012
6.38107 0.8288062584266148 1.4447767350034137
6.40828 0.8247632580502474 1.4366364995466527
6.43549 0.820827340610797 1.42823580794426
6.46271 0.8170748481592156 1.4195884289097334
6.48992 0.8135514820138169 1.4107466157630426
6.51713 0.810286802846412 1.401750585113864
6.54434 0.8072986900289004 1.3926382067580863
6.57155 0.8045967697670154 1.3834507443055266
6.59876 0.8021895385336834 1.374226348071119
6.62597 0.8000669827144847 1.3650044603699503
6.65319 0.7982125406061481 1.3558293624128819
6.6804 0.7965873282294075 1.3467261679701876
6.70761 0.7951506063778662 1.337689981581341
6.73482 0.7938811601446506 1.3286938309605476
6.76203 0.7927864670240136 1.3197122346543648
6.78924 0.791896202913069 1.31072102149471
6.81645 0.7912473787736506 1.3017420690813417
6.84367 0.7908718607203626 1.292794763324515
6.87088 0.7907848968506158 1.283939544171391
6.89809 0.7909749900719127 1.275229953741388
6.9253 0.7913947706743315 1.266712944218491
6.95251 0.7919835600449127 1.2583910200654698
6.97972 0.7927091387018458 1.2502378887961372
7.00693 0.7935703287057202 1.2422213436429534
7.03415 0.7945869249023211 1.2343331726992217
7.06136 0.7957768726988813 1.226600110517854
7.08857 0.79713400457673 1.219035939278467
7.11578 0.7986579245638469 1.211663930497492
7.14299 0.8003495285611167 1.2045174834214742
7.1702 0.8021892812071995 1.1976412830575451
7.19741 0.8041283615203633 1.191097150446354
7.22463 0.8060694851041883 1.1849164590029675
7.25184 0.80789299240432 1.179067041001489
7.27905 0.8095339681562018 1.1734714506960646
7.30626 0.8109543064981922 1.168043615293523
7.33347 0.8121417598324198 1.162703417928966
7.36068 0.8131125230129421 1.157379788608939
7.38789 0.8138838132714467 1.1520194709748925
7.41511 0.8144512584634059 1.1465818123503555
7.44232 0.8147782163674696 1.1409792030825783
7.46953 0.8148886311671061 1.135038537321707
7.49674 0.8149414628223178 1.1285657215364018
7.52395 0.8152276256587246 1.1214843207272946
7.55116 0.8160389810918574 1.1139051210320547
7.57837 0.8175533431774323 1.1060562684333002
7.60558 0.8198259538349658 1.0981660141260117
7.6328 0.8228544877478109 1.0904418865793408
7.66001 0.8265858702728449 1.0830998111599486
7.68722 0.8308925242992964 1.076336558394472
7.71443 0.8355523626667324 1.0702979728832334
7.74164 0.8402834490467695 1.065015621829997
7.76885 0.8448178337350795 1.0603528526848185
7.79606 0.8490145080224373 1.056053803000861
7.82328 0.8529125444125447 1.0518487573868598
7.85049 0.856678768928683 1.0475688584208505
7.8777 0.8605177650341421 1.0431859009492772
7.90491 0.864564395780217 1.0387774518398114
7.93212 0.8688604733757241 1.0344353639520874
7.95933 0.873405629968156 1.0301914358312592
7.98654 0.8782339718924056 1.0260136009751093
8.01376 0.8834759175702264 1.0218897675026173
8.04097 0.8893141370104908 1.0178686724163948
8.06818 0.8960007955581278 1.0141229834890826
8.09539 0.9037789358563474 1.0110437007852981
8.1226 0.9126840024615451 1.0092923701035421
8.14981 0.9222974004533876 1.009647213081419
8.17702 0.9316710972465344 1.012615935804173
8.20424 0.9396023988633962 1.0180902061948385
8.23145 0.945084180209947 1.0252790389367705
8.25866 0.9476880336464951 1.0329770612732696
8.28587 0.9476797287613336 1.039982148070415
8.31308 0.9458610342807839 1.0454812749020015
8.34029 0.9432030883366768 1.0492650122099016
8.3675 0.9404549468357519 1.0516080577039324
8.39472 0.9380068136333838 1.052961434442237
8.42193 0.9360016714910827 1.0537694857197664
8.44914 0.934391173158171 1.0544192071827518
8.47635 0.9329594370202022 1.0552280848826252
8.50356 0.9313334492700577 1.0563133974958676
8.53077 0.9291346087061161 1.057521688238812
8.55798 0.9261725602409935 1.0584420680147577
8.5852 0.9226092439449083 1.058622603675453
8.61241 0.9188535656257472 1.0578562638955962
8.63962 0.9152799010934585 1.0562288091818226
8.66683 0.9120937821278612 1.0539321929784222
8.69404 0.9093905790672392 1.0511490024236567
8.72125 0.907226901899183 1.0480399093210093
8.74846 0.9056225111244459 1.0447564944308063
8.77567 0.9045719263882995 1.0414760534980336
8.80289 0.9039905496202358 1.0383736869753086
8.8301 0.9036966445783435 1.0355687449040536
8.85731 0.9034702679110308 1.0330389755470168
8.88452 0.9031859214569166 1.0306128316288223
8.91173 0.9029014001999288 1.0280967554092328
8.93894 0.9028024868308306 1.0254347030542375
8.96615 0.9030613147537955 1.022737863875614
8.99337 0.9037357493808201 1.0201986594330108
9.02058 0.9047658721399209 1.0180423779927394
9.04779 0.9059524342437616 1.0164496116936625
9.075 0.9069910065664843 1.015473134057462
9.10221 0.9075714494012432 1.014939375415238
9.12942 0.907565724301148 1.0145380938763549
9.15663 0.9070485617750158 1.0139699667239284
9.18385 0.9062075350440345 1.0130681598839166
9.21106 0.9052266472689712 1.0117797600890335
9.23827 0.9042601929100315 1.0101185556565564
9.26548 0.9034362565099946 1.0081508168804867
9.29269 0.9028211786257933 1.0059577926410563
9.3199 0.9024445970341871 1.0036350186777045
9.34711 0.9022919781797437 1.0012446323888657
9.37433 0.9023405946683994 0.9988190771038171
9.40154 0.9025778864008543 0.9963738460135497
9.42875 0.902995109484659 0.9939035002218329
9.45596 0.9036012893237042 0.9913941144002524
9.48317 0.9044399486449496 0.9888273968215481
9.51038 0.9055911713688168 0.9862121321810772
9.53759 0.9071356129030411 0.9836015556092702
9.56481 0.9091373039243712 0.981111429648475
9.59202 0.9115954063635704 0.9788662752915553
9.61923 0.9144734398030816 0.9769501891628253
9.64644 0.9177774691938992 0.9754052916403307
9.67365 0.921611687599866 0.9743583030490751
9.70086 0.926027260485223 0.9741559870789519
9.72807 0.930751187998437 0.9752713847747723
9.75529 0.935127358756079 0.9779683926866555
9.7825 0.9383806877143547 0.981989518821492
9.80971 0.9400719943528036 0.9866478371569349
9.83692 0.9402701452490843 0.9912151361065537
9.86413 0.9393482451972984 0.9952432495401533
9.89134 0.9376905913389827 0.9985863233019222
9.91855 0.9355614982859227 1.0012169180926782
9.94576 0.93317193447603 1.0031056072486764
9.97298 0.9307779882436101 1.0042512949450562
10.00019 0.9286657470117872 1.0047587121657422
10.0274 0.9270391562167356 1.004892828693208
10.05461 0.9259157237811412 1.0049780731663527
10.08182 0.9251378927080892 1.0052393349468394
10.10903 0.9245094197978584 1.0057333977227627
10.13624 0.9239237024191415 1.0063980365103533
10.16346 0.9233992268819907 1.0071862450442113
10.19067 0.9229905926588667 1.0081684552378962
10.21788 0.9226531680987176 1.0094963440263667
10.24509 0.9222110767356219 1.011281498918019
10.2723 0.92143725143682 1.0135144835351102
10.29951 0.9201414854122921 1.01607743463613
10.32672 0.9181846997713444 1.018809178842728
10.35394 0.9154537408722234 1.0214825263688792
10.38115 0.9119410617007148 1.0237668191613882
10.40836 0.9078534096942755 1.0253252232796781
10.43557 0.9035765916085868 1.0260115286403906
10.46278 0.8994659529102743 1.0259254361038075
10.48999 0.8957099991670553 1.0252816211206783
10.5172 0.892375506862384 1.02427732828951
10.54442 0.8894775452854967 1.023072482069141
10.57163 0.8869946885953675 1.0218099517994492
10.59884 0.8848710790266741 1.0206232539472293
10.62605 0.8830069512984847 1.0196069223193045
10.65326 0.8812723161105933 1.0187997325985756
10.68047 0.8795491203681604 1.0181864540153758
10.70768 0.8777458469348955 1.0176977801938338
10.7349 0.8758278172430906 1.0172376150422262
10.76211 0.8738258761154055 1.0167185755010362
10.78932 0.8718050303592088 1.0160930129469552
10.81653 0.8698347115362596 1.0153883126141288
10.84374 0.8679284736907107 1.0146515832753067
10.87095 0.8660656622353682 1.0139185032847498
10.89816 0.8642092712524044 1.0132036638892559
10.92538 0.8623023572855258 1.0124812864345567
10.95259 0.8603280777720886 1.0116780127110685
10.9798 0.8583415326507576 1.0107107334313077
11.00701 0.8564458687998432 1.009573437737106
11.03422 0.8547019370759611 1.008333973067158
11.06143 0.8530957908136979 1.0070498638617895
11.08864 0.8516052093510774 1.0057183664395775
11.11585 0.8502648710685806 1.004322334200166
11.14307 0.8491394935503527 1.0028917586195178
11.17028 0.84826167560476 1.0015187818008182
11.19749 0.8475993675137476 1.0003192929308646
11.2247 0.8470397083647704 0.9993569270018972
11.25191 0.8464558329854656 0.9986167819514741
11.27912 0.8457713693246954 0.9980061167995767
11.30633 0.8449908740902746 0.9974249732665844
11.33355 0.8441659574608087 0.9968300576004537
11.36076 0.8433325240355668 0.9962262524628628
11.38797 0.8424839532798325 0.9956094673786579
11.41518 0.8416210778452524 0.9949608226826845
11.44239 0.8407588518037521 0.994244661482456
11.4696 0.8399330990290849 0.9934362641078703
11.49681 0.8391883438159494 0.9925185521674424
11.52403 0.8385830124305308 0.9914880073591733
11.55124 0.8381834801781839 0.9903678843963046
11.57845 0.8380501655112148 0.9892128587484973
11.60566 0.8382189987165592 0.9881128932512676
11.63287 0.8386690624608383 0.9871533803462061
11.66008 0.8393569213503587 0.9863980136936369
11.68729 0.8402383675235375 0.9858749993070214
11.71451 0.8412836127166828 0.98560697898586
11.74172 0.8424547227951545 0.9856256692882246
11.76893 0.8437040294113233 0.9859677932087351
11.79614 0.8449600814550938 0.9866501605192181
11.82335 0.846130969494633 0.9876662480503864
11.85056 0.8471120160324087 0.9889483139712064
11.87777 0.8478582197392881 0.990354260241998
11.90499 0.8484483311577251 0.9917457187426265
11.9322 0.8490225200589325 0.9930831987135925
11.95941 0.8496785805125097 0.9944348596975839
11.98662 0.8504333776060204 0.9958804796492319
12.01383 0.851267005699535 0.997448502426392
12.04104 0.852184627425484 0.9991379480433676
12.06825 0.8532326616242459 1.0009755116197374
12.09547 0.8544508622086219 1.0030360292277927
12.12268 0.855822312283583 1.0054306690182166
12.14989 0.8572611665599584 1.0082691643067048
12.1771 0.858618900918349 1.011595480918254
12.20431 0.8597426859177754 1.0153735696723205
12.23152 0.8605217520745384 1.0194977615441014
12.25873 0.8609100023087247 1.0238120101245192
12.28594 0.8609589109074091 1.0281907635603775
12.31316 0.8607493188561143 1.0325654409824419
12.34037 0.8603575770600758 1.036900265408725
12.36758 0.859866683285092 1.0411962893824125
12.39479 0.8593400205031504 1.0455000099657366
12.422 0.8587806854047724 1.0498605934238556
12.44921 0.8581671389828737 1.0542759783045665
12.47642 0.8575249236664154 1.0587039221184984
12.50364 0.8569332991502887 1.0631282515259382
12.53085 0.8564818678812559 1.0675941129518116
12.55806 0.8562211979325781 1.0721528528102229
12.58527 0.8562432005203972 1.076866945558927
12.61248 0.8566630569898167 1.081872262890189
12.63969 0.857535863200479 1.0874239084529045
12.6669 0.8587693332414009 1.09383854737154
12.69412 0.860095139967399 1.1013839701918398
12.72133 0.8611271137877544 1.1101729172072374
12.74854 0.8614583179032581 1.1201528616598322
12.77575 0.860721729790796 1.131091462320382
12.80296 0.8586877529882052 1.142621397109267
12.83017 0.8553255559397778 1.154303169294657
12.85738 0.8508175770394043 1.1657669361408405
12.8846 0.845455720553861 1.1768327729194359
12.91181 0.8394972527546142 1.1874487935833462
12.93902 0.8331565700754849 1.1976380380816012
12.96623 0.8266498760483924 1.207470089720993
12.99344 0.8201619707269884 1.2171132479053777
13.02065 0.8137657992174194 1.2268148906725762
13.04786 0.8074129467496252 1.2368082578067277
13.07508 0.8009807282097327 1.2472522306908869
13.10229 0.7943451511491894 1.2582313853795846
13.1295 0.7873987624635609 1.2698203853809984
13.15671 0.7800292946536972 1.2820864637449163
13.18392 0.7721073715973062 1.2950983720454985
13.21113 0.7634891958705657 1.308898679123439
13.23834 0.754037868130157 1.3235343239124069
13.26556 0.7435874272832411 1.3390826195622545
13.29277 0.7319081528188272 1.355614083787369
13.31998 0.718710090522532 1.3731475500538555
13.34719 0.7036683348937874 1.3916641568755717
13.3744 0.686443208187209 1.4111145517166026
13.40161 0.6666098807130308 1.4314219269887694
13.42882 0.6436667071322394 1.4524520060471742
13.45603 0.616969243641525 1.4740118885543616
13.48325 0.5855734204579988 1.4957560732776185
13.51046 0.5482023877582667 1.51678471047933
13.53767 0.5034684021689761 1.5351906826132649
13.56488 0.45071137484990614 1.547575763385784
